,Wall Street Journal,CNN,New York Times,Fox
757,Dilemma: your “coronavirus buddy” wants to hang out  from six feet away. But she suddenly has a houseguest from Florida. Do you make up an excuse to avoid her? (Yes). https://t.co/fQMTGKHA2h,"Dr. James T. Goodrich, the neurosurgeon who allowed CNN inside a remarkable operation to separate twins Jadon and Anias McDonald, died on Monday after complications related to Covid-19, according to the hospital where he worked https://t.co/5wKfFcjA1Q",RT @caitlinroper: Get your copy of this DOGS AND CATS/CATS AND DOGS special edition of @nytimes for Kids! In your paper this Sunday 3/29! h…,Thousands in migrant caravan push closer to Mexico City https://t.co/0vOVbpNgnM https://t.co/AqhPietPtw
758,"From @WSJbooks: “Lady in Waiting: My Extraordinary Life in the Shadow of the Crown” offers a candid, humorous look inside the royal family and the daft world of the British aristocracy https://t.co/7Gjse7pkYv","Ford plans to make as many as 50,000 simple ventilators for coronavirus patients within 100 days and plans to continue producing 30,000 per month after that, the company has announced https://t.co/QCafQCDhN9","In recording his party for one, Enrico Barberis Negra created what has become one of the more uplifting social-isolation memes of the coronavirus outbreak
https://t.co/0onnWN5XjL",Florida yoga student credited with saving lives during deadly shooting https://t.co/5w7H8SvAjQ
759,"How do I ask to work from home? Can I refuse tasks I fear could get me sick? Your questions about working amid the coronavirus outbreak, answered. https://t.co/ZkeamPDhZS","As NYC struggles to keep up with coronavirus, dozens of health care workers from Atlanta boarded a plane to answer the call for help. The flight crew, health workers and others held up their hands in a heart shape for a photo that's getting all the love. https://t.co/ZuqN4QuRbT","It's been a challenging week. If you haven't had time to stay on top of our coverage of the coronavirus, here are 5 important reads on how the virus spread, how it's affecting our lives and what steps must be taken to stop the virus. https://t.co/z2wNRmJo30","Drone fleet could help find lost hikers, MIT researchers say https://t.co/ryYsCBbmMX"
760,"With few new coronavirus cases, Chinese factories are reopening and restrictions are easing, yet the prospects for growth have never been worse https://t.co/pFAFhLPVEr","Pharmaceutical giant Johnson &amp; Johnson plans to begin human clinical trials of its Covid-19 vaccine by September with a goal of the first batches being made available for emergency use authorization by early next year, according to a company announcement https://t.co/os7m4X5MW1","New York will postpone its April 28 presidential primary until June 23, Gov. Andrew Cuomo announced Saturday. 

10 other states, as well as Puerto Rico, have rescheduled primary elections due to the escalating coronavirus outbreak. https://t.co/UuasRUNDxm",Pelosi talks up 'San Francisco values' at fundraiser: 'That's what we're about' (via @brookefoxnews) https://t.co/Jky6kroPKq
761,Treasury Secretary Steven Mnuchin has formed a task force to recommend ways to ease a cash crunch that is expected to afflict mortgage firms as homeowners stop making payments on their home loans https://t.co/pYAYS7SKfm,"Girl Scout cookies are now available to buy online, the organization has announced. ""To protect girls and communities in the wake of COVID-19, Girl Scouts have suspended door-to-door sales and cookie booths."" https://t.co/8chMxqjs8S","In Opinion

Dr. Sunita Puri writes, “Talking about death is ultimately talking about life — about who and what matters to us, and how we can live well even when we are dying.” https://t.co/G78xLvf2mn",Flight that left over 200 passengers sleeping on the airport floor lands 3 days after schedule https://t.co/dKGIwOcTrQ
762,Attorney General William Barr directed the federal Bureau of Prisons to expand the use of home confinement for some sick and elderly inmates amid growing concern about the spread of the new coronavirus in the nation’s lockups https://t.co/lcOWdMpTKf,Gun stores in Los Angeles will be allowed to open after days of back and forth over whether they are an essential service. https://t.co/kpTQdXnx6c,RT @dionnesearcey: Rural vacation communities in America are sending a message to part-time residents: stay out. The orders go against thei…,".@maryannemarsh: ""Obama is campaigning on hope and inclusion. Donald Trump's campaigning on division and fear."" #Midterms2018 @AmericaNewsroom https://t.co/rPYCp574d5"
763,"From @WSJopinion: Trump will be remembered as a great president if he rises above the pettiness of our times and rallies the U.S. through the coronavirus crisis, writes @DanHenninger https://t.co/m7pmqNOu6W",The Covid-19 pandemic has suddenly exposed the brutal economic reality of low-paid women workers who are on the frontlines of this crisis | Lilly Ledbetter for @cnnopinion https://t.co/byxOxHJ7kG,"“Clearly, I was not the only person who felt that the best path through the pandemic was to panic-buy a bunch of seeds,” writes @kendrawrites  https://t.co/H9PC0cplng",Pete Davidson's 'SNL' castmate Kenan Thompson addresses Dan Crenshaw joke: He definitely missed the mark' https://t.co/Dm0a9PqtOA
764,"Facebook's board suffered another surprise departure with the exit of Jeffrey D. Zients, leading to an almost complete shake-up of the directors overseeing the social-media giant https://t.co/tcZaYqWmy9","China reported 48 new coronavirus cases as of the end of day Monday, according to the country's National Health Commission, bringing the number of active cases in the country to 2,161, and the national total to 81,518. https://t.co/8PPndPh0ju","RT @anniekarni: Trump is leaving the WH for the first time in over a week today, to see off the USNS Comfort, even as travel is still disco…",Texas newlywed couple killed in helicopter crash less than 2 hours after getting married https://t.co/esxbIILITK
765,"Lululemon’s chief executive, Calvin McDonald, says it is in a strong position to ride out the crisis with $1 billion in cash and no debt https://t.co/gCPW3KcReG",A zoo in Belgium has shared some amazing photos of a blossoming friendship between a family of orangutans and their otter neighbors. https://t.co/tKkQnbhu7d,"“During the day, we fight coronavirus. At night, our brothers, the Taliban,” said Naqibullah Faiq, a doctor and governor in Afghanistan, where fighting rages despite an appeal for a cease-fire on humanitarian grounds to contain the pandemic https://t.co/4C9RP9MsWz",President @realDonaldTrump holds rally in Cleveland today ahead of #Midterms2018 https://t.co/IqXAF1yYD8
766,"The Trump administration is moving ahead with new restrictions aimed at cutting off Chinese telecom-equipment maker Huawei from one of its main suppliers of advanced semiconductors, according to people familiar with the situation https://t.co/Avizog6fwL","Portugal has temporarily given all migrants and asylum seekers full citizenship rights, granting them full access to the country's healthcare as the outbreak of the novel coronavirus escalates in the country https://t.co/j4drKBEb4z","RT @kitastew: Update: The NYC Department of Education delivered an iPad loaded with internet to Allia, the 10-year-old girl featured in our…","On Election Night, there's only one place to be – Fox News Channel! Tune in Tuesday starting at 6p ET for special live coverage as #Midterms2018 results come in. https://t.co/vLvu9Z7Jvm https://t.co/T28jNjZsGG"
767,The coronavirus pandemic is forcing 2020 candidates to suspend public events and campaign from home #WSJWhatsNow https://t.co/d9TFgqiB6y,"Dr. Jared Burks was on a break from working at the hospital -- where he is on the frontlines of fighting the coronavirus pandemic -- when a tornado struck and destroyed his family's home in Jonesboro, Arkansas on Saturday. https://t.co/G2ZvsDWsrn","U.S. health insurance premiums could increase as much as 40% next year if the coronavirus pandemic results in millions of Americans needing hospital stays, a new analysis warns https://t.co/9S6EFq9wnA","President @realDonaldTrump with three rallies today in Ohio, Indiana and Missouri to make final #Midterms2018 push https://t.co/74qdnb0zEU"
768,"RT @WSJPodcasts: Listen 🎧: @joe_palazzolo takes us inside one ER in the epicenter of the #COVID19 crisis in #NYC. Plus, @EricMorath and @Am…",Video showed three people in protective gear spraying a bleach disinfectant used on buses directly at a group of migrant workers who were returning home as part of a national lockdown in India https://t.co/ae39dtox6s,RT @marclacey: Neighbors have shared messages of togetherness etched on sidewalks in chalk. Performers have shared their music. Restaurants…,Veteran Dan Crenshaw appeals to comics to lay off politics after 'SNL' outrage: 'Give the American people a break' (via @brookefoxnews) https://t.co/MGMMw81hBK
